,timestamp,name,value,meta.description,meta.host,meta.job,meta.missing,meta.node,meta.plugin,meta.sensor,meta.task,meta.units,meta.vsn,meta.zone,meta.applicationId,meta.applicationName,meta.devAddr,meta.devEui,meta.deviceName,meta.deviceProfileId,meta.deviceProfileName,meta.serial_number_tag,meta.tenantId,meta.tenantName,meta.channel,meta.image_frac,meta.input,meta.nsegments_asked,meta.nsegments_found,meta.quality,meta.seg_id,meta.seg_rank,meta.seg_size,meta.name,meta.camera,meta.gatewayId,meta.type,meta.cpu,meta.mode,meta.device,meta.fstype,meta.mountpoint,meta.chip,meta.server,meta.severity,meta.filename,meta.loop_num,meta.position
43300,2024-08-07 16:05:07.994258507+00:00,upload,https://storage.sagecontinuum.org/api/v1/data/mobotix-scan-380/sage-mobotix-scan-0.23.11.02/000048b02d3ae31e/1723046707994258507-right_336x252_14bit.thermal_position32.raw,,000048b02d3ae31e.ws-nxcore,mobotix-scan-380,,000048b02d3ae31e,registry.sagecontinuum.org/bhupendraraut/mobotix-scan:0.23.11.02,,mobotix-scan,,W071,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right_336x252_14bit.thermal_position32.raw,1,32
24580,2024-08-07 16:06:10.388336772+00:00,sys.mem.buffers,1044836352,,000048b02dd3c814.ws-nxcore,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32090,2024-08-07 16:05:15.758044046+00:00,sys.net.rx_packets,204970,,000048b02dd3c641.ws-nxcore,,,000048b02dd3c641,,,,,W09D,,,,,,,,,,,,,,,,,,,,,,,,,,,modem0,,,,,,,,
32876,2024-08-07 16:05:37.671040995+00:00,sys.net.tx_bytes,64183585694,,0000d83add0dbd2e.ws-rpi,,,000048b02dd3c5b3,,,,,W0A7,,,,,,,,,,,,,,,,,,,,,,,,,,,eth0,,,,,,,,
36172,2024-08-07 16:06:06.055702719+00:00,sys.net.up,0,,000048b02dd3c76e.ws-nxcore,,,000048b02dd3c76e,,,,,W0A4,,,,,,,,,,,,,,,,,,,,,,,,,,,lo,,,,,,,,
32235,2024-08-07 16:05:06.650047292+00:00,sys.net.rx_packets,0,,000048b02dd3c5e0.ws-nxcore,,,000048b02dd3c5e0,,,,,W0B1,,,,,,,,,,,,,,,,,,,,,,,,,,,usb0,,,,,,,,
19632,2024-08-07 16:04:00.981446982+00:00,sys.freq.emc_min,204000000,,000048b02d15bda5.ws-nxcore,,,000048b02d15bda5,,,,,W022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,2024-08-07 15:48:34.715211039+00:00,cmv.mean.mag.pxpm,37.84037780761719,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,83,2,73,1,55832,,,,,,,,,,,,,,,
20113,2024-08-07 16:05:52.396093650+00:00,sys.fs.avail,2468528128,,000048b02d15bdcd.ws-nxcore,,,000048b02d15bdcd,,,,,W029,,,,,,,,,,,,,,,,,,,,,,,,,,,/dev/mmcblk0p1,ext4,/media/root-ro,,,,,,
23237,2024-08-07 16:06:14.184190229+00:00,sys.load15,0.79,,0000e45f012e378d.ws-rpi,,,000048b02dd3c51f,,,,,W099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,2024-08-07 15:15:44.477912832+00:00,env.count.stop_sign,1,,000048b02d15bc7d.ws-nxcore,object-counter-bottom-14,,000048b02d15bc7d,registry.sagecontinuum.org/yonghokim/object-counter:0.5.1,,object-counter-bottom,,W028,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17834,2024-08-07 16:05:03.241803176+00:00,sys.freq.cpu_max,1190400000,,000048b02dd3c5e3.ws-nxagent,,,000048b02dd3c551,,,,,W0B2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
42986,2024-08-07 15:17:15.348429231+00:00,upload,https://storage.sagecontinuum.org/api/v1/data/mobotix-custom-neiu-1766/sage-mobotix-custom-neiu-0.23.11.02/000048b02d3ae277/1723043835348429231-right_336x252_14bit.thermal.uint_2024-08-07T151715_Pt1-right-S4xD500ms_Img9.csv,,0000e45f012e32d4.ws-rpi,mobotix-custom-neiu-1766,,000048b02d3ae277,registry.sagecontinuum.org/bhupendraraut/mobotix-scan:0.23.11.02,,mobotix-custom-neiu,,W08D,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right_336x252_14bit.thermal.uint_2024-08-07T151715_Pt1-right-S4xD500ms_Img9.csv,,
43087,2024-08-07 16:03:45.224483230+00:00,upload,https://storage.sagecontinuum.org/api/v1/data/mobotix-custom-neiu-1766/sage-mobotix-custom-neiu-0.23.11.02/000048b02d3ae277/1723046625224483230-right_336x252_14bit.thermal.uint_2024-08-07T160345_Pt2-right-S5xD500ms_Img0.csv,,0000e45f012e32d4.ws-rpi,mobotix-custom-neiu-1766,,000048b02d3ae277,registry.sagecontinuum.org/bhupendraraut/mobotix-scan:0.23.11.02,,mobotix-custom-neiu,,W08D,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right_336x252_14bit.thermal.uint_2024-08-07T160345_Pt2-right-S5xD500ms_Img0.csv,,
13791,2024-08-07 16:05:36.822834613+00:00,sys.cpu_seconds,72442.33,,0000e45f01384120.ws-rpi,,,000048b02d35a87e,,,,,W08E,,,,,,,,,,,,,,,,,,,,,,,,,3,user,,,,,,,,,
13978,2024-08-07 16:06:18.022749066+00:00,sys.cpu_seconds,0,,00002cea7f5e6450.sb-core,,,00002cea7f5e6450,,,,,V051,,,,,,,,,,,,,,,,,,,,,,,,,4,irq,,,,,,,,,
10007,2024-08-07 16:05:29.077136391+00:00,sys.cpu_seconds,40085.76,,00002cea7f456745.sb-core,,,00002cea7f456745,,,,,V054,,,,,,,,,,,,,,,,,,,,,,,,,12,user,,,,,,,,,
32389,2024-08-07 16:05:43.221865471+00:00,sys.net.rx_packets,30,,000048b02d3ae319.ws-nxcore,,,000048b02d3ae319,,,,,W080,,,,,,,,,,,,,,,,,,,,,,,,,,,wifi0,,,,,,,,
27754,2024-08-07 16:05:32.691416015+00:00,sys.mem.sreclaimable,1532989440,,0000dca632e9bc92.ws-rpi,,,000048b02d35a9ed,,,,,W05D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148,2024-08-07 16:05:43.866949088+00:00,sys.cpu_seconds,34283.38,,00002cea7fa0898b.sb-core,,,00002cea7fa0898b,,,,,V045,,,,,,,,,,,,,,,,,,,,,,,,,1,softirq,,,,,,,,,
29523,2024-08-07 16:06:12.310853308+00:00,sys.mem.writebacktmp,0,,00002cea7f4b3440.sb-core,,,00002cea7f4b3440,,,,,V040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36805,2024-08-07 16:05:11.714009447+00:00,sys.power,1353,,000048b02d3af476.ws-nxcore,,,000048b02d3af476,,,,,W051,,,,,,,,,,,,,,,,,,,,,vdd_soc,,,,,,,,,,,,,,
13487,2024-08-07 16:04:53.140398375+00:00,sys.cpu_seconds,51035.67,,0000d83add0dbd61.ws-rpi,,,000048b02dd3c5e0,,,,,W0B1,,,,,,,,,,,,,,,,,,,,,,,,,3,user,,,,,,,,,
14716,2024-08-07 16:04:45.509132175+00:00,sys.cpu_seconds,24.5,,00002cea7f5a0a3d.sb-core,,,00002cea7f5a0a3d,,,,,V026,,,,,,,,,,,,,,,,,,,,,,,,,5,softirq,,,,,,,,,
30643,2024-08-07 16:06:23.891209254+00:00,sys.net.rx_bytes,5940529105,,0000dca632e9bc74.ws-rpi,,,000048b02d35a9ce,,,,,W085,,,,,,,,,,,,,,,,,,,,,,,,,,,lo,,,,,,,,
321,2024-08-07 15:31:04.258064938+00:00,cmv.mean.dir.degn,182.2415313720703,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,82,2,35,21,21063,,,,,,,,,,,,,,,
3134,2024-08-07 16:06:40.411442943+00:00,env.raingauge.event_acc,157,,0000d83add18cb6f.ws-rpi,Pluginctl,,000048b02dd3c76e,waggle/plugin-raingauge:0.4.1,,wes-raingauge,,W0A4,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25189,2024-08-07 16:06:37.572076599+00:00,sys.mem.commit_limit,33055551488,,00002cea7fa09734.sb-core,,,00002cea7fa09734,,,,,V056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23395,2024-08-07 16:06:07.766163151+00:00,sys.load5,0.28,,0000dca632a307b6.ws-rpi,,,000048b02d0766d2,,,,,W014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15424,2024-08-07 16:04:59.820169597+00:00,sys.cpu_seconds,3108781.04,,00004cd98fc686c9.sb-core,,,00004cd98fc686c9,,,,,V008,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
35478,2024-08-07 16:05:45.011876616+00:00,sys.net.up,1,,00002cea7fa08a4b.sb-core,,,00002cea7fa08a4b,,,,,V043,,,,,,,,,,,,,,,,,,,,,,,,,,,docker0,,,,,,,,
38621,2024-08-07 15:50:51.189956864+00:00,sys.sanity_status.nxagent_k3s,0,,00004cd98fc67b75.sb-core,,,00004cd98fc67b75,,,,,V002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
26887,2024-08-07 16:05:16.256810870+00:00,sys.mem.mlocked,17539072,,0000dca632ed706e.ws-rpi,,,000048b02d3af447,,,,,W07E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36878,2024-08-07 16:05:20.687420259+00:00,sys.power,677,,000048b02dd3c640.ws-nxcore,,,000048b02dd3c640,,,,,W0BA,,,,,,,,,,,,,,,,,,,,,vdd_cpu_gpu_cv,,,,,,,,,,,,,,
20275,2024-08-07 16:05:16.256810870+00:00,sys.fs.avail,16560046080,,0000dca632ed706e.ws-rpi,,,000048b02d3af447,,,,,W07E,,,,,,,,,,,,,,,,,,,,,,,,,,,/dev/mmcblk0p3,ext4,/media/plugin-data,,,,,,
37078,2024-08-07 15:47:35.371306752+00:00,sys.sanity_status.agent-present,0,,000048b02dd3c644.ws-nxcore,,,000048b02dd3c644,,,,,W0AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
18076,2024-08-07 16:06:22.085437915+00:00,sys.freq.cpu_min,1190400000,,000048b02d15bc7c.ws-nxcore,,,000048b02d15bc7c,,,,,W023,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
12476,2024-08-07 16:06:07.296390457+00:00,sys.cpu_seconds,0.56,,0000e45f014cbad9.ws-rpi,,,000048b02d3ae2e2,,,,,W041,,,,,,,,,,,,,,,,,,,,,,,,,2,softirq,,,,,,,,,
8178,2024-08-07 16:05:50.300800553+00:00,sys.cpu_seconds,0,,00002cea7fa0972c.sb-core,,,00002cea7fa0972c,,,,,V049,,,,,,,,,,,,,,,,,,,,,,,,,1,irq,,,,,,,,,
8319,2024-08-07 16:06:22.085437915+00:00,sys.cpu_seconds,36062.08,,000048b02d15bc7c.ws-nxcore,,,000048b02d15bc7c,,,,,W023,,,,,,,,,,,,,,,,,,,,,,,,,1,user,,,,,,,,,
33053,2024-08-07 16:06:26.230288883+00:00,sys.net.tx_bytes,63352019588,,0000d83add0dbd5e.ws-rpi,,,000048b02dd3c296,,,,,W09F,,,,,,,,,,,,,,,,,,,,,,,,,,,flannel.1,,,,,,,,
28977,2024-08-07 16:06:04.912287094+00:00,sys.mem.vmalloc_chunk,0,,0000dca632ed7151.ws-rpi,,,000048b02d3ae2f5,,,,,W08B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,2024-08-07 16:05:58.083665302+00:00,sys.cooling,0,,000048b02d35a87e.ws-nxcore,,,000048b02d35a87e,,,,,W08E,,,,,,,,,,,,,,,,,,,,,7,,,bwmgr-therm-handler,,,,,,,,,,,
43317,2024-08-07 16:01:41.406264176+00:00,upload,https://storage.sagecontinuum.org/api/v1/data/sage/sage-audiosampler-0.4.1/000048b02d15c31a/1723046501406264176-sample.flac,,0000dca632a306d8.ws-rpi,sage,,000048b02d15c31a,registry.sagecontinuum.org/seanshahkarami/audio-sampler:0.4.1,,audiosampler,,W01A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sample.flac,,
29823,2024-08-07 16:06:10.388336772+00:00,sys.net.rx_bytes,5221377093,,000048b02dd3c814.ws-nxcore,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,cni0,,,,,,,,
27425,2024-08-07 16:05:26.363776910+00:00,sys.mem.shared,1326538752,,0000e45f014506ce.ws-rpi,,,000048b02d3af460,,,,,W06E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40681,2024-08-07 15:52:25.659767040+00:00,sys.sanity_status.wes_plugin_scheduler,2,,00004cd98fc686c9.sb-core,,,00004cd98fc686c9,,,,,V008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
39943,2024-08-07 15:47:12.320471552+00:00,sys.sanity_status.wagman_watchdog_active,0,,000048b02dd3c543.ws-nxcore,,,000048b02dd3c543,,,,,W096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warning,,,
42060,2024-08-07 16:05:02.883209887+00:00,sys.time,1723046702.90643,,0000d83add0dbd8e.ws-rpi,,,000048b02dd3c427,,,,,W097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41171,2024-08-07 16:05:53.883745241+00:00,sys.scheduler.status.plugin.launched,"{""goal_id"":""bf536268-1d40-421c-56d9-29ef9bc1924d"",""k3s_pod_instance"":""cloud-motion-v1-wQV1Ff"",""k3s_pod_name"":""cloud-motion-v1-368"",""k3s_pod_node_name"":""0000d83add18ca94.ws-rpi"",""k3s_pod_status"":""Pending"",""plugin_args"":""--input top_camera --k 0.9 --q 2 --i 30 --thr 40 --segments 100 --oneshot"",""plugin_image"":""registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12"",""plugin_name"":""cloud-motion-v1"",""plugin_selector"":""null"",""plugin_task"":""cloud-motion-v1-368""}",,,,,000048b02dd3c543,,,,,W096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29887,2024-08-07 16:04:58.278618058+00:00,sys.net.rx_bytes,51799518287,,0000e45f01453930.ws-rpi,,,000048b02d3ae2f4,,,,,W084,,,,,,,,,,,,,,,,,,,,,,,,,,,cni0,,,,,,,,
10079,2024-08-07 16:06:18.022749066+00:00,sys.cpu_seconds,64705.38,,00002cea7f5e6450.sb-core,,,00002cea7f5e6450,,,,,V051,,,,,,,,,,,,,,,,,,,,,,,,,12,user,,,,,,,,,
16333,2024-08-07 15:57:08.935104255+00:00,sys.cpu_seconds,0,,00002cea7f5a2f72.sb-core,,,00002cea7f5a2f72,,,,,V025,,,,,,,,,,,,,,,,,,,,,,,,,9,steal,,,,,,,,,
35804,2024-08-07 16:04:48.667627764+00:00,sys.net.up,0,,000048b02dd3c5dc.ws-nxagent,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,flannel.1,,,,,,,,
24806,2024-08-07 16:04:48.566253146+00:00,sys.mem.cached,2490220544,,0000e45f012e38c2.ws-rpi,,,000048b02d3ae2f2,,,,,W06F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,2024-08-07 15:41:34.561487181+00:00,cmv.mean.mag.pxpm,26.402021408081055,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,84,2,20,21,19882,,,,,,,,,,,,,,,
34785,2024-08-07 16:06:37.546817502+00:00,sys.net.tx_packets,979062716,,00004cd98fb57bfb.sb-core,,,00004cd98fb57bfb,,,,,V020,,,,,,,,,,,,,,,,,,,,,,,,,,,lo,,,,,,,,
26716,2024-08-07 16:05:14.357675885+00:00,sys.mem.mapped,410624000,,0000e45f012e32d4.ws-rpi,,,000048b02d3ae277,,,,,W08D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16579,2024-08-07 16:05:28.370404406+00:00,sys.freq.ape,150000000,,000048b02d35a9ce.ws-nxcore,,,000048b02d35a9ce,,,,,W085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14786,2024-08-07 16:06:39.462726951+00:00,sys.cpu_seconds,0,,00002cea7fa08c0b.sb-core,,,00002cea7fa08c0b,,,,,V046,,,,,,,,,,,,,,,,,,,,,,,,,5,irq,,,,,,,,,
37656,2024-08-07 16:06:31.048020224+00:00,sys.sanity_status.docker_active,0,,00004cd98fc4d2a8.sb-core,,,00004cd98fc4d2a8,,,,,V001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warning,,,
35415,2024-08-07 16:05:39.833197054+00:00,sys.net.up,1,,0000d83add18b39c.ws-rpi,,,000048b02dd3c64a,,,,,W0B6,,,,,,,,,,,,,,,,,,,,,,,,,,,cni0,,,,,,,,
39435,2024-08-07 15:49:14.672392960+00:00,sys.sanity_status.waggle_firewall_active,0,,00002cea7fa1367c.sb-core,,,00002cea7fa1367c,,,,,V038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
24341,2024-08-07 16:05:39.798600530+00:00,sys.mem.bounce,0,,000048b02d15c31a.ws-nxcore,,,000048b02d15c31a,,,,,W01A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,2024-08-07 15:50:55.705555180+00:00,cmv.median.dir.degn,96.22222900390625,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,81,2,50,2,66744,,,,,,,,,,,,,,,
20903,2024-08-07 16:05:59.257396567+00:00,sys.fs.size,10501771264,,000048b02d3ae33b.ws-nxcore,,,000048b02d3ae33b,,,,,W07A,,,,,,,,,,,,,,,,,,,,,,,,,,,/dev/mmcblk0p1,ext4,/media/root-ro,,,,,,
15716,2024-08-07 16:05:46.868030354+00:00,sys.cpu_seconds,10958.75,,00004cd98fc68d9c.sb-core,,,00004cd98fc68d9c,,,,,V003,,,,,,,,,,,,,,,,,,,,,,,,,6,softirq,,,,,,,,,
20530,2024-08-07 16:06:37.994831107+00:00,sys.fs.avail,1591181312,,00002cea7fa0b5ec.sb-core,,,00002cea7fa0b5ec,,,,,V034,,,,,,,,,,,,,,,,,,,,,,,,,,,/dev/sda6,ext4,/media/rpi,,,,,,
3668,2024-08-07 16:06:37.428931966+00:00,iio.in_pressure_input,988.4,,0000d83add0dbd79.ws-rpi,Pluginctl,,000048b02dd3c814,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,,W0B3,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,2024-08-07 15:34:34.045289623+00:00,cmv.mean.dir.degn,135.8509521484375,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,83,2,69,11,32991,,,,,,,,,,,,,,,
36426,2024-08-07 16:05:50.848716643+00:00,sys.net.up,0,,000048b02dd3c6cf.ws-nxcore,,,000048b02dd3c6cf,,,,,W0B5,,,,,,,,,,,,,,,,,,,,,,,,,,,usb0,,,,,,,,
37976,2024-08-07 15:50:50.921178880+00:00,sys.sanity_status.k3s_active,0,,00004cd98fb55091.sb-core,,,00004cd98fb55091,,,,,V019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
11082,2024-08-07 16:05:03.795598126+00:00,sys.cpu_seconds,0,,00004cd98fc67734.sb-core,,,00004cd98fc67734,,,,,V004,,,,,,,,,,,,,,,,,,,,,,,,,15,irq,,,,,,,,,
16605,2024-08-07 16:05:34.566668353+00:00,sys.freq.ape,150000000,,000048b02d881c3c.ws-nxagent,,,000048b02dd3c5b3,,,,,W0A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314,2024-08-07 16:04:48.667627764+00:00,sys.cooling_max,48,,000048b02dd3c5dc.ws-nxagent,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,1,,,skin-balanced,,,,,,,,,,,
11560,2024-08-07 16:06:38.620019510+00:00,sys.cpu_seconds,4089604.6,,000048b02d3ae31a.ws-nxcore,,,000048b02d3ae31a,,,,,W094,,,,,,,,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,
7330,2024-08-07 16:06:37.855731668+00:00,sys.cpu_seconds,20121.92,,000048b02dd3c5bd.ws-nxcore,,,000048b02dd3c5bd,,,,,W0B8,,,,,,,,,,,,,,,,,,,,,,,,,0,irq,,,,,,,,,
39241,2024-08-07 15:50:55.111865600+00:00,sys.sanity_status.rpi_mic,0,,000048b02dd3c76e.ws-nxcore,,,000048b02dd3c76e,,,,,W0A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
37897,2024-08-07 15:39:38.156568576+00:00,sys.sanity_status.internet_conn,0,,00004cd98fb57bfb.sb-core,,,00004cd98fb57bfb,,,,,V020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
41777,2024-08-07 16:02:01.237048977+00:00,sys.thermal,56.5,,000048b02dd3c64a.ws-nxcore,,,000048b02dd3c64a,,,,,W0B6,1,,,,,,,,,,,,,,,,,,,,,,,GPU-therm,,,,,,,,,,,
30566,2024-08-07 16:05:52.857525967+00:00,sys.net.rx_bytes,4901637314,,000048b02d3b12f9.ws-nxagent,,,000048b02d15bda5,,,,,W022,,,,,,,,,,,,,,,,,,,,,,,,,,,lo,,,,,,,,
14259,2024-08-07 16:06:08.891177123+00:00,sys.cpu_seconds,3856.94,,000048b02d35a9ed.ws-nxcore,,,000048b02d35a9ed,,,,,W05D,,,,,,,,,,,,,,,,,,,,,,,,,4,nice,,,,,,,,,
26703,2024-08-07 16:04:59.246416578+00:00,sys.mem.mapped,308355072,,0000dca632a307e6.ws-rpi,,,000048b02d05a1c2,,,,,W02C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34679,2024-08-07 16:05:59.124647266+00:00,sys.net.tx_packets,252719476,,00002cea7f56acf2.sb-core,,,00002cea7f56acf2,,,,,V041,,,,,,,,,,,,,,,,,,,,,,,,,,,lo,,,,,,,,
14194,2024-08-07 16:05:59.975902021+00:00,sys.cpu_seconds,11411.64,,000048b02d15bda5.ws-nxcore,,,000048b02d15bda5,,,,,W022,,,,,,,,,,,,,,,,,,,,,,,,,4,irq,,,,,,,,,
39904,2024-08-07 15:36:13.488225024+00:00,sys.sanity_status.wagman_watchdog_active,1,,00002cea7fa0972c.sb-core,,,00002cea7fa0972c,,,,,V049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warning,,,
15840,2024-08-07 16:04:59.768492944+00:00,sys.cpu_seconds,2260474.22,,00002cea7fa095b4.sb-core,,,00002cea7fa095b4,,,,,V033,,,,,,,,,,,,,,,,,,,,,,,,,7,idle,,,,,,,,,
28767,2024-08-07 16:05:50.619162251+00:00,sys.mem.unevictable,17539072,,0000d83add0dbcb6.ws-rpi,,,000048b02dd3c42d,,,,,W0AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,2024-08-07 15:50:55.705555180+00:00,cmv.median.mag.pxpm,19.08979034423828,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,81,2,39,3,56961,,,,,,,,,,,,,,,
9966,2024-08-07 16:05:03.795598126+00:00,sys.cpu_seconds,777.1,,00004cd98fc67734.sb-core,,,00004cd98fc67734,,,,,V004,,,,,,,,,,,,,,,,,,,,,,,,,11,system,,,,,,,,,
30508,2024-08-07 16:06:35.975573106+00:00,sys.net.rx_bytes,9185167661,,00002cea7f9f71ed.sb-core,,,00002cea7f9f71ed,,,,,V052,,,,,,,,,,,,,,,,,,,,,,,,,,,lo,,,,,,,,
15412,2024-08-07 16:04:44.922326968+00:00,sys.cpu_seconds,7459.77,,00004cd98fc67a3d.sb-core,,,00004cd98fc67a3d,,,,,V005,,,,,,,,,,,,,,,,,,,,,,,,,5,softirq,,,,,,,,,
38764,2024-08-07 15:32:09.892822016+00:00,sys.sanity_status.psu_status,0,,000048b02dd3c640.ws-nxcore,,,000048b02dd3c640,,,,,W0BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
35923,2024-08-07 16:06:38.620019510+00:00,sys.net.up,0,,000048b02d3ae31a.ws-nxcore,,,000048b02d3ae31a,,,,,W094,,,,,,,,,,,,,,,,,,,,,,,,,,,l4tbr0,,,,,,,,
32549,2024-08-07 16:06:35.105593576+00:00,sys.net.tx_bytes,16381710266,,000048b02d35a9ce.ws-nxcore,,,000048b02d35a9ce,,,,,W085,,,,,,,,,,,,,,,,,,,,,,,,,,,cni0,,,,,,,,
24259,2024-08-07 16:05:17.644204947+00:00,sys.mem.avail,1923637248,,0000dca63288face.ws-rpi,,,000048b02dd3c6cf,,,,,W0B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40153,2024-08-07 15:07:49.237988352+00:00,sys.sanity_status.wes_data_sharing_service,0,,000048b02d15bc65.ws-nxcore,,,000048b02d15bc65,,,,,W088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
29422,2024-08-07 16:04:44.463956206+00:00,sys.mem.writeback,0,,000048b02dd3c427.ws-nxcore,,,000048b02dd3c427,,,,,W097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37506,2024-08-07 15:15:26.750927616+00:00,sys.sanity_status.current_media,0,,00002cea7f5a2f72.sb-core,,,00002cea7f5a2f72,,,,,V025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warning,,,
37355,2024-08-07 15:25:06.893095680+00:00,sys.sanity_status.core_rpi,1,,00002cea7fa09734.sb-core,,,00002cea7fa09734,,,,,V056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
25531,2024-08-07 16:06:19.834002529+00:00,sys.mem.dirty,196608,,00002cea7fa07d1a.sb-core,,,00002cea7fa07d1a,,,,,V053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16704,2024-08-07 16:06:24.023636534+00:00,sys.freq.cpu,1420800000,,000048b02dd3c636.ws-nxcore,,,000048b02dd3c636,,,,,W0B4,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6715,2024-08-07 16:05:51.038997057+00:00,sys.cpu_seconds,3602.01,,00002cea7f5ce07f.sb-core,,,00002cea7f5ce07f,,,,,V055,,,,,,,,,,,,,,,,,,,,,,,,,0,nice,,,,,,,,,
25159,2024-08-07 16:06:14.242386994+00:00,sys.mem.cma_total,67108864,,0000e45f0140484c.ws-rpi,,,000048b02d05a1c6,,,,,W027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
