,timestamp,name,value,meta.description,meta.host,meta.job,meta.missing,meta.node,meta.plugin,meta.sensor,meta.task,meta.units,meta.vsn,meta.zone,meta.applicationId,meta.applicationName,meta.devAddr,meta.devEui,meta.deviceName,meta.deviceProfileId,meta.deviceProfileName,meta.serial_number_tag,meta.tenantId,meta.tenantName,meta.channel,meta.image_frac,meta.input,meta.nsegments_asked,meta.nsegments_found,meta.quality,meta.seg_id,meta.seg_rank,meta.seg_size,meta.name,meta.camera,meta.gatewayId,meta.type,meta.cpu,meta.mode,meta.device,meta.fstype,meta.mountpoint,meta.chip,meta.server,meta.severity,meta.filename,meta.loop_num,meta.position
500,2024-08-07 15:41:34.561487181+00:00,cmv.mean.dir.degn,232.80838012695312,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,84,2,62,11,39657,,,,,,,,,,,,,,,
4601,2024-08-07 16:06:39.213698859+00:00,sys.cooling,0,,000048b02d15bc68.ws-nxcore,,,000048b02d15bc68,,,,,W087,,,,,,,,,,,,,,,,,,,,,0,,,tegra-eqos,,,,,,,,,,,
9406,2024-08-07 16:06:07.296390457+00:00,sys.cpu_seconds,62.87,,0000e45f014cbad9.ws-rpi,,,000048b02d3ae2e2,,,,,W041,,,,,,,,,,,,,,,,,,,,,,,,,1,system,,,,,,,,,
36198,2024-08-07 16:06:32.235869959+00:00,sys.net.up,0,,0000d83add18cb30.ws-rpi,,,000048b02d15bda5,,,,,W022,,,,,,,,,,,,,,,,,,,,,,,,,,,lo,,,,,,,,
17301,2024-08-07 16:05:26.885432202+00:00,sys.freq.cpu,1420800000,,000048b02d3ae2f4.ws-nxcore,,,000048b02d3ae2f4,,,,,W084,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,
16476,2024-08-07 16:06:33.111420795+00:00,sys.cpu_seconds,16.53,,00002cea7fa137cc.sb-core,,,00002cea7fa137cc,,,,,V047,,,,,,,,,,,,,,,,,,,,,,,,,9,softirq,,,,,,,,,
3215,2024-08-07 16:06:32.832059741+00:00,env.raingauge.rint,0.02,,0000e45f014506ce.ws-rpi,Pluginctl,,000048b02d3af460,waggle/plugin-raingauge:0.4.1,,wes-raingauge,,W06E,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10656,2024-08-07 16:05:43.866949088+00:00,sys.cpu_seconds,21406721.67,,00002cea7fa0898b.sb-core,,,00002cea7fa0898b,,,,,V045,,,,,,,,,,,,,,,,,,,,,,,,,14,idle,,,,,,,,,
29769,2024-08-07 16:06:10.774772641+00:00,sys.net.rx_bytes,14117801563,,000048b02d3ae2f2.ws-nxcore,,,000048b02d3ae2f2,,,,,W06F,,,,,,,,,,,,,,,,,,,,,,,,,,,cni0,,,,,,,,
3549,2024-08-07 16:06:14.860479598+00:00,iio.in_humidityrelative_input,16026,,000048b02dd3c644.ws-nxcore,Pluginctl,,000048b02dd3c644,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,,W0AE,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34762,2024-08-07 16:04:48.667627764+00:00,sys.net.tx_packets,4428426,,000048b02dd3c5dc.ws-nxagent,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,lo,,,,,,,,
3116,2024-08-07 16:06:43.825037327+00:00,env.pressure,79953,,0000e45f01453930.ws-rpi,Pluginctl,,000048b02d3ae2f4,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,,W084,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32808,2024-08-07 16:05:39.798600530+00:00,sys.net.tx_bytes,0,,000048b02d15c31a.ws-nxcore,,,000048b02d15c31a,,,,,W01A,,,,,,,,,,,,,,,,,,,,,,,,,,,dummy0,,,,,,,,
6776,2024-08-07 16:04:59.768492944+00:00,sys.cpu_seconds,2196817.19,,00002cea7fa095b4.sb-core,,,00002cea7fa095b4,,,,,V033,,,,,,,,,,,,,,,,,,,,,,,,,0,idle,,,,,,,,,
2473,2024-08-07 15:22:04.110159040+00:00,cmv.median.mag.pxpm,26.009729385375977,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,83,2,70,9,41980,,,,,,,,,,,,,,,
35540,2024-08-07 16:05:40.374799106+00:00,sys.net.up,1,,000048b02dd3c42d.ws-nxcore,,,000048b02dd3c42d,,,,,W0AF,,,,,,,,,,,,,,,,,,,,,,,,,,,docker0,,,,,,,,
31914,2024-08-07 16:05:40.804533186+00:00,sys.net.rx_packets,66134072,,00002cea7fa1367c.sb-core,,,00002cea7fa1367c,,,,,V038,,,,,,,,,,,,,,,,,,,,,,,,,,,lo,,,,,,,,
14363,2024-08-07 16:05:59.257396567+00:00,sys.cpu_seconds,3141.98,,000048b02d3ae33b.ws-nxcore,,,000048b02d3ae33b,,,,,W07A,,,,,,,,,,,,,,,,,,,,,,,,,4,nice,,,,,,,,,
30483,2024-08-07 16:05:01.428976348+00:00,sys.net.rx_bytes,39579639979,,000048b02dd3c6f0.ws-nxcore,,,000048b02dd3c6f0,,,,,W0B0,,,,,,,,,,,,,,,,,,,,,,,,,,,lan0,,,,,,,,
41854,2024-08-07 16:06:10.388336772+00:00,sys.thermal,100,,000048b02dd3c814.ws-nxcore,,,000048b02dd3c814,,,,,W0B3,4,,,,,,,,,,,,,,,,,,,,,,,PMIC-Die,,,,,,,,,,,
19271,2024-08-07 16:06:21.662675837+00:00,sys.freq.cpu_perc,1,,000048b02dd3c67e.ws-nxagent,,,000048b02dd3c636,,,,,W0B4,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
31089,2024-08-07 16:06:14.184190229+00:00,sys.net.rx_bytes,0,,0000e45f012e378d.ws-rpi,,,000048b02dd3c51f,,,,,W099,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan0,,,,,,,,
37013,2024-08-07 16:05:59.740365312+00:00,sys.rssh_up,1,,000048b02dd3c814.ws-nxcore,,,000048b02dd3c814,,,,,W0B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beekeeper,,,,
15043,2024-08-07 16:05:05.311589039+00:00,sys.cpu_seconds,835.41,,000048b02d3ae27a.ws-nxcore,,,000048b02d3ae27a,,,,,W020,,,,,,,,,,,,,,,,,,,,,,,,,5,nice,,,,,,,,,
26372,2024-08-07 16:04:48.566253146+00:00,sys.mem.inactive.file,706736128,,0000e45f012e38c2.ws-rpi,,,000048b02d3ae2f2,,,,,W06F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35872,2024-08-07 16:06:14.184190229+00:00,sys.net.up,0,,0000e45f012e378d.ws-rpi,,,000048b02dd3c51f,,,,,W099,,,,,,,,,,,,,,,,,,,,,,,,,,,flannel.1,,,,,,,,
6072,2024-08-07 16:06:13.760195688+00:00,sys.cooling_max,1,,000048b02d3ae31c.ws-nxcore,,,000048b02d3ae31c,,,,,W065,,,,,,,,,,,,,,,,,,,,,7,,,bwmgr-therm-handler,,,,,,,,,,,
8056,2024-08-07 16:06:12.310853308+00:00,sys.cpu_seconds,32494354.47,,00002cea7f4b3440.sb-core,,,00002cea7f4b3440,,,,,V040,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,
25272,2024-08-07 16:05:01.428976348+00:00,sys.mem.commit_limit,25328345088,,000048b02dd3c6f0.ws-nxcore,,,000048b02dd3c6f0,,,,,W0B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29333,2024-08-07 16:05:36.822834613+00:00,sys.mem.vmalloc_used,17342464,,0000e45f01384120.ws-rpi,,,000048b02d35a87e,,,,,W08E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34909,2024-08-07 16:06:13.760195688+00:00,sys.net.tx_packets,0,,000048b02d3ae31c.ws-nxcore,,,000048b02d3ae31c,,,,,W065,,,,,,,,,,,,,,,,,,,,,,,,,,,rndis0,,,,,,,,
39044,2024-08-07 15:14:44.005243392+00:00,sys.sanity_status.rpi_conn,0,,000048b02d15bc73.ws-nxcore,,,000048b02d15bc73,,,,,W024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
33026,2024-08-07 16:04:50.486862848+00:00,sys.net.tx_bytes,2691542452,,000048b02dd3c644.ws-nxcore,,,000048b02dd3c644,,,,,W0AE,,,,,,,,,,,,,,,,,,,,,,,,,,,flannel.1,,,,,,,,
2003,2024-08-07 16:04:03.711407043+00:00,cmv.median.dir.degn,222.8153076171875,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,88,2,29,14,24863,,,,,,,,,,,,,,,
33757,2024-08-07 16:04:44.922326968+00:00,sys.net.tx_bytes,41348133221,,00004cd98fc67a3d.sb-core,,,00004cd98fc67a3d,,,,,V005,,,,,,,,,,,,,,,,,,,,,,,,,,,wan0,,,,,,,,
25417,2024-08-07 16:05:37.634103268+00:00,sys.mem.committed_as,2346274816,,000048b02dd3c253.ws-nxagent,,,000048b02dd3c644,,,,,W0AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11810,2024-08-07 16:05:27.403081140+00:00,sys.cpu_seconds,4852.2,,000048b02dd3c5df.ws-nxagent,,,000048b02dd3c6cf,,,,,W0B5,,,,,,,,,,,,,,,,,,,,,,,,,2,irq,,,,,,,,,
18553,2024-08-07 16:04:50.486862848+00:00,sys.freq.cpu_min,1190400000,,000048b02dd3c644.ws-nxcore,,,000048b02dd3c644,,,,,W0AE,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
34098,2024-08-07 16:05:29.151836541+00:00,sys.net.tx_packets,235309,,000048b02d05a1c6.ws-nxcore,,,000048b02d05a1c6,,,,,W027,,,,,,,,,,,,,,,,,,,,,,,,,,,docker0,,,,,,,,
7271,2024-08-07 16:05:45.550499905+00:00,sys.cpu_seconds,295110.74,,000048b02dd3c51f.ws-nxcore,,,000048b02dd3c51f,,,,,W099,,,,,,,,,,,,,,,,,,,,,,,,,0,user,,,,,,,,,
24337,2024-08-07 16:05:51.160014437+00:00,sys.mem.bounce,0,,000048b02d15bc87.ws-nxcore,,,000048b02d15bc87,,,,,W019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19998,2024-08-07 16:05:41.523202146+00:00,sys.freq.gpu_min,114750000,,000048b02dd3c5b3.ws-nxcore,,,000048b02dd3c5b3,,,,,W0A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,2024-08-07 16:05:29.077136391+00:00,sys.cooling,0,,00002cea7f456745.sb-core,,,00002cea7f456745,,,,,V054,,,,,,,,,,,,,,,,,,,,,1,,,Processor,,,,,,,,,,,
11609,2024-08-07 16:06:31.079702679+00:00,sys.cpu_seconds,1500.31,,000048b02d3af41e.ws-nxcore,,,000048b02d3af41e,,,,,W07B,,,,,,,,,,,,,,,,,,,,,,,,,2,iowait,,,,,,,,,
29819,2024-08-07 16:05:01.428976348+00:00,sys.net.rx_bytes,18785297289,,000048b02dd3c6f0.ws-nxcore,,,000048b02dd3c6f0,,,,,W0B0,,,,,,,,,,,,,,,,,,,,,,,,,,,cni0,,,,,,,,
32477,2024-08-07 16:05:32.417539095+00:00,sys.net.rx_packets,0,,0000dca632ed6d06.ws-rpi,,,000048b02d35a97c,,,,,W08C,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan0,,,,,,,,
35979,2024-08-07 15:57:08.935104255+00:00,sys.net.up,0,,00002cea7f5a2f72.sb-core,,,00002cea7f5a2f72,,,,,V025,,,,,,,,,,,,,,,,,,,,,,,,,,,lan0,,,,,,,,
18424,2024-08-07 16:05:55.879994494+00:00,sys.freq.cpu_min,1190400000,,000048b02dd3c810.ws-nxcore,,,000048b02dd3c810,,,,,W0B7,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
8789,2024-08-07 16:05:15.758044046+00:00,sys.cpu_seconds,0,,000048b02dd3c641.ws-nxcore,,,000048b02dd3c641,,,,,W09D,,,,,,,,,,,,,,,,,,,,,,,,,1,steal,,,,,,,,,
38763,2024-08-07 15:31:10.295331584+00:00,sys.sanity_status.psu_status,0,,000048b02dd3c637.ws-nxcore,,,000048b02dd3c637,,,,,W0BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
12465,2024-08-07 16:04:58.278618058+00:00,sys.cpu_seconds,41291.64,,0000e45f01453930.ws-rpi,,,000048b02d3ae2f4,,,,,W084,,,,,,,,,,,,,,,,,,,,,,,,,2,iowait,,,,,,,,,
28421,2024-08-07 16:05:37.671040995+00:00,sys.mem.swap.total,0,,0000d83add0dbd2e.ws-rpi,,,000048b02dd3c5b3,,,,,W0A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36863,2024-08-07 16:05:11.937504110+00:00,sys.power,398,,000048b02dd3c5df.ws-nxagent,,,000048b02dd3c6cf,,,,,W0B5,,,,,,,,,,,,,,,,,,,,,vdd_cpu_gpu_cv,,,,,,,,,,,,,,
19211,2024-08-07 16:04:09.680929839+00:00,sys.freq.cpu_perc,8,,000048b02d15bda5.ws-nxcore,,,000048b02d15bda5,,,,,W022,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
34754,2024-08-07 16:05:36.151556824+00:00,sys.net.tx_packets,10309985,,000048b02dd3c53c.ws-nxagent,,,000048b02dd3c427,,,,,W097,,,,,,,,,,,,,,,,,,,,,,,,,,,lo,,,,,,,,
33743,2024-08-07 16:06:39.636379900+00:00,sys.net.tx_bytes,5081476228,,000048b02dd3c67e.ws-nxagent,,,000048b02dd3c636,,,,,W0B4,,,,,,,,,,,,,,,,,,,,,,,,,,,wan0,,,,,,,,
11991,2024-08-07 16:06:37.546817502+00:00,sys.cpu_seconds,523494.06,,00004cd98fb57bfb.sb-core,,,00004cd98fb57bfb,,,,,V020,,,,,,,,,,,,,,,,,,,,,,,,,2,user,,,,,,,,,
39659,2024-08-07 15:40:40.195182848+00:00,sys.sanity_status.wagman_eeprom,1,,00002cea7f9f71ed.sb-core,,,00002cea7f9f71ed,,,,,V052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
13652,2024-08-07 16:05:35.099343268+00:00,sys.cpu_seconds,1245.46,,0000dca632de1663.ws-rpi,,,000048b02d3ae33d,,,,,W07D,,,,,,,,,,,,,,,,,,,,,,,,,3,softirq,,,,,,,,,
10055,2024-08-07 15:57:08.935104255+00:00,sys.cpu_seconds,424829.51,,00002cea7f5a2f72.sb-core,,,00002cea7f5a2f72,,,,,V025,,,,,,,,,,,,,,,,,,,,,,,,,12,user,,,,,,,,,
41387,2024-08-07 16:05:58.083665302+00:00,sys.thermal,100,,000048b02d35a87e.ws-nxcore,,,000048b02d35a87e,,,,,W08E,4,,,,,,,,,,,,,,,,,,,,,,,PMIC-Die,,,,,,,,,,,
29288,2024-08-07 16:05:46.868030354+00:00,sys.mem.vmalloc_used,0,,00004cd98fc68d9c.sb-core,,,00004cd98fc68d9c,,,,,V003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22913,2024-08-07 16:04:54.938187085+00:00,sys.load1,0.34,,00002cea7f56af6a.sb-core,,,00002cea7f56af6a,,,,,V027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11601,2024-08-07 16:06:09.910729972+00:00,sys.cpu_seconds,1758.42,,000048b02d3ae33d.ws-nxcore,,,000048b02d3ae33d,,,,,W07D,,,,,,,,,,,,,,,,,,,,,,,,,2,iowait,,,,,,,,,
20307,2024-08-07 16:06:42.543596120+00:00,sys.fs.avail,243144249344,,000048b02d15bc73.ws-nxcore,,,000048b02d15bc73,,,,,W024,,,,,,,,,,,,,,,,,,,,,,,,,,,/dev/nvme0n1p3,ext4,/media/root-rw,,,,,,
1187,2024-08-07 15:33:23.539311368+00:00,cmv.mean.mag.pxpm,18.893491744995117,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,84,2,74,12,35036,,,,,,,,,,,,,,,
2624,2024-08-07 15:18:34.550307905+00:00,cmv.median.mag.pxpm,72.46507263183594,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,85,2,72,10,29247,,,,,,,,,,,,,,,
22686,2024-08-07 16:06:21.215891834+00:00,sys.hwmon,36,,00004cd98fc67b75.sb-core,,,00004cd98fc67b75,,temp2,,,V002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,platform_coretemp_1,,,,,
11898,2024-08-07 16:06:39.636379900+00:00,sys.cpu_seconds,4275.54,,000048b02dd3c67e.ws-nxagent,,,000048b02dd3c636,,,,,W0B4,,,,,,,,,,,,,,,,,,,,,,,,,2,irq,,,,,,,,,
27100,2024-08-07 16:06:39.462726951+00:00,sys.mem.page_tables,14516224,,00002cea7fa08c0b.sb-core,,,00002cea7fa08c0b,,,,,V046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33597,2024-08-07 16:06:13.760195688+00:00,sys.net.tx_bytes,0,,000048b02d3ae31c.ws-nxcore,,,000048b02d3ae31c,,,,,W065,,,,,,,,,,,,,,,,,,,,,,,,,,,usb0,,,,,,,,
12824,2024-08-07 16:05:39.798600530+00:00,sys.cpu_seconds,2094393.15,,000048b02d15c31a.ws-nxcore,,,000048b02d15c31a,,,,,W01A,,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,,,,,,,
5528,2024-08-07 16:05:17.352474005+00:00,sys.cooling_max,0,,00002cea7f5e28cb.sb-core,,,00002cea7f5e28cb,,,,,V044,,,,,,,,,,,,,,,,,,,,,0,,,Processor,,,,,,,,,,,
35807,2024-08-07 16:05:03.241803176+00:00,sys.net.up,0,,000048b02dd3c5e3.ws-nxagent,,,000048b02dd3c551,,,,,W0B2,,,,,,,,,,,,,,,,,,,,,,,,,,,flannel.1,,,,,,,,
16909,2024-08-07 16:05:26.363776910+00:00,sys.freq.cpu,1500000000,,0000e45f014506ce.ws-rpi,,,000048b02d3af460,,,,,W06E,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
4978,2024-08-07 16:03:45.463345488+00:00,sys.cooling,3,,000048b02dd3c51f.ws-nxcore,,,000048b02dd3c51f,,,,,W099,,,,,,,,,,,,,,,,,,,,,6,,,pwm-fan,,,,,,,,,,,
21077,2024-08-07 16:06:22.085437915+00:00,sys.fs.size,269490393088,,000048b02d15bc7c.ws-nxcore,,,000048b02d15bc7c,,,,,W023,,,,,,,,,,,,,,,,,,,,,,,,,,,/dev/nvme0n1p3,ext4,/media/root-rw,,,,,,
7135,2024-08-07 16:05:59.257396567+00:00,sys.cpu_seconds,131415.2,,000048b02d3ae33b.ws-nxcore,,,000048b02d3ae33b,,,,,W07A,,,,,,,,,,,,,,,,,,,,,,,,,0,user,,,,,,,,,
20677,2024-08-07 16:06:28.934889635+00:00,sys.fs.avail,1777336320,,0000e45f014505fa.ws-rpi,,,000048b02dd3c644,,,,,W0AE,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31.81.1:/media/rpi/sage-utils/dhcp-pxe/nfs,nfs,/ro,,,,,,
7068,2024-08-07 16:05:26.885432202+00:00,sys.cpu_seconds,31702.49,,000048b02d3ae2f4.ws-nxcore,,,000048b02d3ae2f4,,,,,W084,,,,,,,,,,,,,,,,,,,,,,,,,0,softirq,,,,,,,,,
14639,2024-08-07 16:05:03.795598126+00:00,sys.cpu_seconds,2860.68,,00004cd98fc67734.sb-core,,,00004cd98fc67734,,,,,V004,,,,,,,,,,,,,,,,,,,,,,,,,4,user,,,,,,,,,
19200,2024-08-07 16:05:29.444798873+00:00,sys.freq.cpu_perc,34,,000048b02d05a1c6.ws-nxcore,,,000048b02d05a1c6,,,,,W027,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
20204,2024-08-07 16:05:26.885432202+00:00,sys.fs.avail,1776865280,,000048b02d3ae2f4.ws-nxcore,,,000048b02d3ae2f4,,,,,W084,,,,,,,,,,,,,,,,,,,,,,,,,,,/dev/mmcblk0p11,ext4,/media/rpi,,,,,,
10524,2024-08-07 16:05:03.795598126+00:00,sys.cpu_seconds,13.9,,00004cd98fc67734.sb-core,,,00004cd98fc67734,,,,,V004,,,,,,,,,,,,,,,,,,,,,,,,,13,softirq,,,,,,,,,
7595,2024-08-07 16:05:37.671040995+00:00,sys.cpu_seconds,0,,0000d83add0dbd2e.ws-rpi,,,000048b02dd3c5b3,,,,,W0A7,,,,,,,,,,,,,,,,,,,,,,,,,0,nice,,,,,,,,,
10387,2024-08-07 16:05:45.011876616+00:00,sys.cpu_seconds,3291.36,,00002cea7fa08a4b.sb-core,,,00002cea7fa08a4b,,,,,V043,,,,,,,,,,,,,,,,,,,,,,,,,13,nice,,,,,,,,,
30817,2024-08-07 16:06:27.526952559+00:00,sys.net.rx_bytes,0,,000048b02d3af447.ws-nxcore,,,000048b02d3af447,,,,,W07E,,,,,,,,,,,,,,,,,,,,,,,,,,,usb0,,,,,,,,
11503,2024-08-07 16:05:05.311589039+00:00,sys.cpu_seconds,47908.19,,000048b02d3ae27a.ws-nxcore,,,000048b02d3ae27a,,,,,W020,,,,,,,,,,,,,,,,,,,,,,,,,2,user,,,,,,,,,
9603,2024-08-07 16:06:37.994831107+00:00,sys.cpu_seconds,1040.76,,00002cea7fa0b5ec.sb-core,,,00002cea7fa0b5ec,,,,,V034,,,,,,,,,,,,,,,,,,,,,,,,,10,nice,,,,,,,,,
5986,2024-08-07 16:05:19.185983009+00:00,sys.cooling_max,48,,000048b02d3ae277.ws-nxcore,,,000048b02d3ae277,,,,,W08D,,,,,,,,,,,,,,,,,,,,,1,,,skin-balanced,,,,,,,,,,,
19793,2024-08-07 16:05:50.887140957+00:00,sys.freq.gpu,114750000,,000048b02d15bdcd.ws-nxcore,,,000048b02d15bdcd,,,,,W029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35792,2024-08-07 16:04:57.424790881+00:00,sys.net.up,0,,000048b02dd3c296.ws-nxcore,,,000048b02dd3c296,,,,,W09F,,,,,,,,,,,,,,,,,,,,,,,,,,,flannel.1,,,,,,,,
8044,2024-08-07 16:04:49.277419215+00:00,sys.cpu_seconds,3042.5,,0000e45f01c27bb0.ws-rpi,,,000048b02d15bda5,,,,,W022,,,,,,,,,,,,,,,,,,,,,,,,,0,softirq,,,,,,,,,
17297,2024-08-07 16:05:05.311589039+00:00,sys.freq.cpu,1420800000,,000048b02d3ae27a.ws-nxcore,,,000048b02d3ae27a,,,,,W020,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,
42590,2024-08-07 15:34:35.111879878+00:00,upload,https://storage.sagecontinuum.org/api/v1/data/mobotix-custom-neiu-1766/sage-mobotix-custom-neiu-0.23.11.02/000048b02d3ae277/1723044875111879878-right_336x252_14bit.thermal.celsius_2024-08-07T153435_Pt2-right-S5xD500ms_Img4.csv,,0000e45f012e32d4.ws-rpi,mobotix-custom-neiu-1766,,000048b02d3ae277,registry.sagecontinuum.org/bhupendraraut/mobotix-scan:0.23.11.02,,mobotix-custom-neiu,,W08D,shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right_336x252_14bit.thermal.celsius_2024-08-07T153435_Pt2-right-S5xD500ms_Img4.csv,,
26145,2024-08-07 16:05:55.879994494+00:00,sys.mem.inactive.anon,1118195712,,000048b02dd3c810.ws-nxcore,,,000048b02dd3c810,,,,,W0B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22407,2024-08-07 16:06:12.310853308+00:00,sys.hwmon,35,,00002cea7f4b3440.sb-core,,,00002cea7f4b3440,,temp2,,,V040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,platform_coretemp_1,,,,,
1045,2024-08-07 15:39:13.559126503+00:00,cmv.mean.mag.pxpm,21.625228881835938,,0000e45f0198f3d7.ws-rpi,cloud-motion-v1-368,,000048b02d3ae27a,registry.sagecontinuum.org/bhupendraraut/cloud-motion:1.23.07.12,,cloud-motion-v1,,W020,shield,,,,,,,,,,,0,0.9,top_camera,100,83,2,28,2,49726,,,,,,,,,,,,,,,
18898,2024-08-07 16:05:18.506093408+00:00,sys.freq.cpu_perc,5,,0000dca632ed7151.ws-rpi,,,000048b02d3ae2f5,,,,,W08B,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
39672,2024-08-07 15:49:15.117252608+00:00,sys.sanity_status.wagman_eeprom,1,,00002cea7fa1367c.sb-core,,,00002cea7fa1367c,,,,,V038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatal,,,
34321,2024-08-07 16:06:07.296390457+00:00,sys.net.tx_packets,292107,,0000e45f014cbad9.ws-rpi,,,000048b02d3ae2e2,,,,,W041,,,,,,,,,,,,,,,,,,,,,,,,,,,eth0,,,,,,,,
19054,2024-08-07 16:06:35.043317782+00:00,sys.freq.cpu_perc,6,,0000e45f01453930.ws-rpi,,,000048b02d3ae2f4,,,,,W084,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
10114,2024-08-07 16:06:39.462726951+00:00,sys.cpu_seconds,0,,00002cea7fa08c0b.sb-core,,,00002cea7fa08c0b,,,,,V046,,,,,,,,,,,,,,,,,,,,,,,,,12,irq,,,,,,,,,
41765,2024-08-07 16:03:15.686528719+00:00,sys.thermal,53.85,,000048b02dd3c641.ws-nxcore,,,000048b02dd3c641,,,,,W09D,5,,,,,,,,,,,,,,,,,,,,,,,thermal-fan-est,,,,,,,,,,,
10123,2024-08-07 16:04:59.768492944+00:00,sys.cpu_seconds,738.24,,00002cea7fa095b4.sb-core,,,00002cea7fa095b4,,,,,V033,,,,,,,,,,,,,,,,,,,,,,,,,12,nice,,,,,,,,,
35107,2024-08-07 16:05:52.857525967+00:00,sys.net.tx_packets,19617971,,000048b02d3b12f9.ws-nxagent,,,000048b02d15bda5,,,,,W022,,,,,,,,,,,,,,,,,,,,,,,,,,,wan0,,,,,,,,
25873,2024-08-07 16:04:45.509132175+00:00,sys.mem.inactive,21799886848,,00002cea7f5a0a3d.sb-core,,,00002cea7f5a0a3d,,,,,V026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31285,2024-08-07 16:04:49.277419215+00:00,sys.net.rx_packets,14791820,,0000e45f01c27bb0.ws-rpi,,,000048b02d15bda5,,,,,W022,,,,,,,,,,,,,,,,,,,,,,,,,,,cni0,,,,,,,,
36747,2024-08-07 16:06:27.817986989+00:00,sys.power,4847,,000048b02d3ae277.ws-nxcore,,,000048b02d3ae277,,,,,W08D,,,,,,,,,,,,,,,,,,,,,vdd_in,,,,,,,,,,,,,,
10538,2024-08-07 16:06:21.215891834+00:00,sys.cpu_seconds,0,,00004cd98fc67b75.sb-core,,,00004cd98fc67b75,,,,,V002,,,,,,,,,,,,,,,,,,,,,,,,,13,irq,,,,,,,,,
