,timestamp,name,value,meta.host,meta.job,meta.node,meta.plugin,meta.sensor,meta.task,meta.vsn,meta.zone
2530,2024-08-07 16:50:27.847718264+00:00,env.temperature,26.97,0000d83add0dbcb6.ws-rpi,Pluginctl,000048b02dd3c42d,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0AF,shield
2555,2024-08-07 16:50:35.533666712+00:00,env.temperature,24.08,0000dca632e9bc92.ws-rpi,Pluginctl,000048b02d35a9ed,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W05D,shield
2458,2024-08-07 16:50:33.368635102+00:00,env.relative_humidity,50.946,0000e45f014505fa.ws-rpi,Pluginctl,000048b02dd3c644,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0AE,shield
2204,2024-08-07 16:50:45.567192178+00:00,env.pressure,79940,0000e45f01453930.ws-rpi,Pluginctl,000048b02d3ae2f4,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W084,shield
2369,2024-08-07 16:50:33.987780167+00:00,env.relative_humidity,14.144,000048b02d15bc7d.ws-nxcore,Pluginctl,000048b02d15bc7d,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W028,core
2362,2024-08-07 16:50:37.378563964+00:00,env.relative_humidity,17.933,000048b02d05a1c6.ws-nxcore,Pluginctl,000048b02d05a1c6,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W027,core
2206,2024-08-07 16:50:42.843803562+00:00,env.pressure,99600,0000e45f01c27655.ws-rpi,Pluginctl,000048b02d35a9ed,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W05D,enclosure
2377,2024-08-07 16:50:50.973370373+00:00,env.relative_humidity,15.276,000048b02d35a9b2.ws-nxcore,Pluginctl,000048b02d35a9b2,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W058,core
2556,2024-08-07 16:50:41.037433097+00:00,env.temperature,25.13,0000dca632ed2f3a.ws-rpi,Pluginctl,000048b02d3af4a3,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W083,shield
2452,2024-08-07 16:50:35.650675921+00:00,env.relative_humidity,46.828,0000e45f012e383b.ws-rpi,Pluginctl,000048b02d3ae337,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W067,shield
2189,2024-08-07 16:50:52.390125019+00:00,env.pressure,99895,0000dca632ed706e.ws-rpi,Pluginctl,000048b02d3af447,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W07E,shield
2168,2024-08-07 16:50:39.238888919+00:00,env.pressure,98801,0000d83add0dbd79.ws-rpi,Pluginctl,000048b02dd3c814,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B3,shield
2144,2024-08-07 16:50:42.385328830+00:00,env.pressure,88404.80078100001,000048b02dd3c427.ws-nxcore,Pluginctl,000048b02dd3c427,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W097,core
2536,2024-08-07 16:50:53.890779665+00:00,env.temperature,26.04,0000d83add0dbd61.ws-rpi,Pluginctl,000048b02dd3c5e0,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B1,shield
2420,2024-08-07 16:50:31.113803269+00:00,env.relative_humidity,100,0000d83add0dbd13.ws-rpi,Pluginctl,000048b02dd3c637,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0BE,shield
2565,2024-08-07 16:50:39.940312834+00:00,env.temperature,26.21,0000e45f012e3f0d.ws-rpi,Pluginctl,000048b02dd3c722,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B9,shield
2552,2024-08-07 16:50:37.843306919+00:00,env.temperature,-130.59,0000dca632e9bafd.ws-rpi,Pluginctl,000048b02d35a87e,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W08E,shield
2384,2024-08-07 16:50:56.995954707+00:00,env.relative_humidity,0.34,000048b02d3ae2f2.ws-nxcore,,000048b02d3ae2f2,registry.sagecontinuum.org/seanshahkarami/air-quality:0.2.0,es642,air-quality,W06F,core
2484,2024-08-07 16:50:42.716045497+00:00,env.temperature,58.33,000048b02d15bdcd.ws-nxcore,Pluginctl,000048b02d15bdcd,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W029,core
2439,2024-08-07 16:50:37.277967299+00:00,env.relative_humidity,61.385,0000dca632de1039.ws-rpi,Pluginctl,000048b02d3ae319,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W080,shield
2524,2024-08-07 16:50:50.617817925+00:00,env.temperature,47.66,000048b02dd3c6cf.ws-nxcore,Pluginctl,000048b02dd3c6cf,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0B5,core
2553,2024-08-07 16:50:56.640946443+00:00,env.temperature,26.85,0000dca632e9bc07.ws-rpi,Pluginctl,000048b02d3af41e,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W07B,shield
2576,2024-08-07 16:50:43.353103296+00:00,env.temperature,23.45,0000e45f01c27bb0.ws-rpi,Pluginctl,000048b02d15bda5,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W022,enclosure
2361,2024-08-07 16:50:30.810821037+00:00,env.relative_humidity,17.883,000048b02d05a1c2.ws-nxcore,Pluginctl,000048b02d05a1c2,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W02C,core
2496,2024-08-07 16:50:49.189612759+00:00,env.temperature,47.58,000048b02d3ae2f2.ws-nxcore,Pluginctl,000048b02d3ae2f2,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W06F,core
2572,2024-08-07 16:50:46.900527664+00:00,env.temperature,23.01,0000e45f014524c6.ws-rpi,Pluginctl,000048b02d3af476,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W051,shield
2401,2024-08-07 16:50:55.400257459+00:00,env.relative_humidity,7.002,000048b02dd3c296.ws-nxcore,Pluginctl,000048b02dd3c296,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W09F,core
2442,2024-08-07 16:50:56.641721127+00:00,env.relative_humidity,54.374,0000dca632e9bc07.ws-rpi,Pluginctl,000048b02d3af41e,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W07B,shield
2119,2024-08-07 16:50:50.970743617+00:00,env.pressure,98151.644531,000048b02d35a9b2.ws-nxcore,Pluginctl,000048b02d35a9b2,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W058,core
2421,2024-08-07 16:50:29.173562819+00:00,env.relative_humidity,100,0000d83add0dbd2e.ws-rpi,Pluginctl,000048b02dd3c5b3,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0A7,shield
2502,2024-08-07 16:50:41.234075444+00:00,env.temperature,45.7,000048b02d3ae31c.ws-nxcore,Pluginctl,000048b02d3ae31c,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W065,core
2365,2024-08-07 16:50:46.187659101+00:00,env.relative_humidity,15.059,000048b02d15bc65.ws-nxcore,Pluginctl,000048b02d15bc65,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W088,core
2190,2024-08-07 16:50:49.434816153+00:00,env.pressure,99471,0000dca632ed7115.ws-rpi,Pluginctl,000048b02d15bc65,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W088,shield
2560,2024-08-07 16:50:33.926266989+00:00,env.temperature,26.67,0000dca632ed7151.ws-rpi,Pluginctl,000048b02d3ae2f5,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W08B,shield
2417,2024-08-07 16:50:46.831902354+00:00,env.relative_humidity,18.637,000048b02dd3c810.ws-nxcore,Pluginctl,000048b02dd3c810,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0B7,core
2486,2024-08-07 16:50:27.662388728+00:00,env.temperature,47.67,000048b02d35a87e.ws-nxcore,Pluginctl,000048b02d35a87e,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W08E,core
2447,2024-08-07 16:50:52.391103686+00:00,env.relative_humidity,63.739,0000dca632ed706e.ws-rpi,Pluginctl,000048b02d3af447,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W07E,shield
2539,2024-08-07 16:50:31.810009595+00:00,env.temperature,26.71,0000d83add18c2c6.ws-rpi,Pluginctl,000048b02dd3c810,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B7,shield
2141,2024-08-07 16:50:46.796888570+00:00,env.pressure,99458.6875,000048b02d3af476.ws-nxcore,Pluginctl,000048b02d3af476,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W051,core
2511,2024-08-07 16:50:55.849080963+00:00,env.temperature,51.89,000048b02d3af4a3.ws-nxcore,Pluginctl,000048b02d3af4a3,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W083,core
2108,2024-08-07 16:50:56.129722391+00:00,env.pressure,98923.1875,000048b02d15bc68.ws-nxcore,Pluginctl,000048b02d15bc68,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W087,core
2145,2024-08-07 16:50:33.795376825+00:00,env.pressure,98897.378906,000048b02dd3c42d.ws-nxcore,Pluginctl,000048b02dd3c42d,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0AF,core
2364,2024-08-07 16:50:27.532951744+00:00,env.relative_humidity,10.204,000048b02d0766d2.ws-nxcore,Pluginctl,000048b02d0766d2,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W014,core
2528,2024-08-07 16:50:46.834646196+00:00,env.temperature,44.06,000048b02dd3c810.ws-nxcore,Pluginctl,000048b02dd3c810,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0B7,core
2388,2024-08-07 16:50:33.059978190+00:00,env.relative_humidity,10.817,000048b02d3ae30a.ws-nxcore,Pluginctl,000048b02d3ae30a,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W06A,core
2399,2024-08-07 16:50:46.798644547+00:00,env.relative_humidity,16.323,000048b02d3af476.ws-nxcore,Pluginctl,000048b02d3af476,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W051,core
2454,2024-08-07 16:50:39.939622502+00:00,env.relative_humidity,52.751,0000e45f012e3f0d.ws-rpi,Pluginctl,000048b02dd3c722,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B9,shield
2514,2024-08-07 16:50:33.798646508+00:00,env.temperature,49.83,000048b02dd3c42d.ws-nxcore,Pluginctl,000048b02dd3c42d,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0AF,core
2414,2024-08-07 16:50:35.906226200+00:00,env.relative_humidity,15.593,000048b02dd3c6f0.ws-nxcore,Pluginctl,000048b02dd3c6f0,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0B0,core
2474,2024-08-07 16:50:53.508201623+00:00,env.temperature,45.14,000048b02d05a1c7.ws-nxcore,Pluginctl,000048b02d05a1c7,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W026,core
2559,2024-08-07 16:50:49.431711504+00:00,env.temperature,27.08,0000dca632ed7115.ws-rpi,Pluginctl,000048b02d15bc65,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W088,shield
2567,2024-08-07 16:50:40.389500740+00:00,env.temperature,27.02,0000e45f013ff0ad.ws-rpi,Pluginctl,000048b02dd3c640,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0BA,shield
2522,2024-08-07 16:50:44.935441873+00:00,env.temperature,47.55,000048b02dd3c644.ws-nxcore,Pluginctl,000048b02dd3c644,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0AE,core
2374,2024-08-07 16:50:40.958820368+00:00,env.relative_humidity,7.737,000048b02d15c31a.ws-nxcore,Pluginctl,000048b02d15c31a,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W01A,core
2508,2024-08-07 16:50:50.090599176+00:00,env.temperature,28.2,000048b02d3af45d.ws-nxcore,Pluginctl,000048b02d3af45d,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W068,core
2443,2024-08-07 16:50:53.637035313+00:00,env.relative_humidity,86.354,0000dca632e9bc74.ws-rpi,Pluginctl,000048b02d35a9ce,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W085,shield
2499,2024-08-07 16:50:33.069279018+00:00,env.temperature,51.53,000048b02d3ae30a.ws-nxcore,Pluginctl,000048b02d3ae30a,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W06A,core
2419,2024-08-07 16:50:27.846713555+00:00,env.relative_humidity,58.348,0000d83add0dbcb6.ws-rpi,Pluginctl,000048b02dd3c42d,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0AF,shield
2106,2024-08-07 16:50:27.527291405+00:00,env.pressure,96056.27734300001,000048b02d0766d2.ws-nxcore,Pluginctl,000048b02d0766d2,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W014,core
2506,2024-08-07 16:50:42.087619088+00:00,env.temperature,53.89,000048b02d3af41e.ws-nxcore,Pluginctl,000048b02d3af41e,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W07B,core
2532,2024-08-07 16:50:29.171502438+00:00,env.temperature,-130.11,0000d83add0dbd2e.ws-rpi,Pluginctl,000048b02dd3c5b3,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0A7,shield
2408,2024-08-07 16:50:45.223507698+00:00,env.relative_humidity,15.186,000048b02dd3c636.ws-nxcore,Pluginctl,000048b02dd3c636,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0B4,core
2507,2024-08-07 16:50:33.571488988+00:00,env.temperature,48.03,000048b02d3af447.ws-nxcore,Pluginctl,000048b02d3af447,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W07E,core
2527,2024-08-07 16:50:45.793407961+00:00,env.temperature,50.87,000048b02dd3c76e.ws-nxcore,Pluginctl,000048b02dd3c76e,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0A4,core
2104,2024-08-07 16:50:37.390445024+00:00,env.pressure,98984.9375,000048b02d05a1c6.ws-nxcore,Pluginctl,000048b02d05a1c6,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W027,core
2110,2024-08-07 16:50:42.425311668+00:00,env.pressure,99009.355468,000048b02d15bc7c.ws-nxcore,Pluginctl,000048b02d15bc7c,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W023,core
2453,2024-08-07 16:50:50.676320162+00:00,env.relative_humidity,56.773,0000e45f012e38c2.ws-rpi,Pluginctl,000048b02d3ae2f2,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W06F,shield
